title,rate,comments,likes,shares,total_time,number people,difficulty,cost,time_preparation,time_cooking,ingredients,recipe,link,gender
Base cake salé et différentes garnitures,4.9,170,19k,157,1h10,8,facile,bon marché,25 min,45 min,"['g de farine', 'sachet de levure', 'oeufs', ""cl d'huile"", 'cl de lait', ""g d'emmental râpé"", 'sel', 'poivre', 'g de noix concassées', 'g de lardons poêlés', ""g de roquefort (à mettre en petits cubes et faire fondre dans la poêle avant d'ajouter)"", ""g d'amandes en poudre"", 'g de lardons poêlés', 'g de champignon découpés poêlés', ""g d'olives concassées (huile d'olive grand classique)"", 'herbes de provence ou muscade (pas les 2 en même temps)', 'bûche de chèvre découpée en dés', ""g de tomate marinées (utiliser l'huile des tomates dans la préparation de la base)"", 'tomates fraîches découpées en petits cubes', 'herbes de provence', 'origan', 'tabasco', 'ail', 'g de thon en boite émietté', ""g de courgette poêlées (à l'huile d'olive)"", 'grosse cuillère à soupe de crème fraîche (dans la poêle)', 'cumin', 'fenouil (facultatif)', 'g de chorizo', 'g de maroilles ou de munster en dés', ""g de noisettes ou de noix concassées (utiliser de l'huile de noix ou de noisette pour la préparation de la base)"", 'g de lardons poêlés', 'g de pruneau dénoyautés en dés', 'banane en dés (facultatif)', 'g de boudin noir poêlé déboyauté ou 200 g de foies de volailles poêlés', 'pomme coupée en petits dés et poêlée avec le boudin à la fin', 'grosse cuillère à soupe de crème fraîche (dans la poêle)', ""g de poudre d'amandes"", 'g de saumon frais cuit à la poêle et émietté', ""g d'asperge en boîte bien égouttées"", 'cuillère à soupe de crème fraîche', 'aneth']","C'est une recette avec une base similaire pour tous les cakes et ensuite, à votre imagination. Commencer par mélanger la farine et la levure. Ajouter les oeufs, le lait et l'huile (vous pouvez utiliser différentes huiles). Ajouter l'emmental râpé, le sel et le poivre. Votre base est prête ! Préchauffez votre four à 180°C (thermostat 6).
Ensuite, ajoutez les autres ingrédients (cf propositions de garnitures au dessus). Mélangez et versez la préparation dans un moule à cake. Enfournez 45 min à 180°C. Les possibilités sont infinies une fois le système maîtrisé ! Peut se servir chaud avec de la salade et un filet de vinaigrette au vinaigrier balsamique, ou froid en apéritif.
A votre imagination !",https://www.marmiton.org/recettes/recette_base-cake-sale-et-differentes-garnitures_223949.aspx,pas noel
Porc au lait de coco (Tahiti),4.8,170,6.6k,30,1h20,6,facile,bon marché,20 min,1 h,"['kg de porc désossé (échine, filet...)', 'cl de lait de coco', 'oignon', ""gousses d'ail"", 'petit morceau de gingembre', 'branche de thym', 'muscade rapée', 'tablette de bouillon cube', 'morceau de sucre', 'cuillères à soupe de sucre', 'poivre', 'sel']","Coupez le porc en petits cubes.Epluchez l'ail, l'oignon et le gingembre. Hachez l'oignon et l'ail. Râpez le gingembre. Mettez l'ail, l'oignon et le gingembre dans un grand plat creux. Ajoutez le thym, une pincée de muscade, de sel et de poivre. Mélangez et faites-y mariner les cubes de porc pendant 30 minutes au réfrigérateur. Faites revenir la viande dans une cocotte en remuant, jusqu'à ce qu'elle soit bien dorer sur toutes les faces. Emiettez la tablette de bouillon et ajoutez-la à la viande, ainsi que le lait de coco et le sucre. Couvrer et laissez cuire pendant 1 heure à feu doux. Lorsque la viande est tendre, rectifiez-en l'assaisonnement. Servez avec du riz blanc parfumé.",https://www.marmiton.org/recettes/recette_porc-au-lait-de-coco-tahiti_12779.aspx,pas noel
Trio de mini-muffins au Nutella®,0,0,78,0,28 min,4,très facile,bon marché,13 min,15 min,"['g de sucre', 'oeufs', 'g de farine', 'g de beurre', ""ml d'huile de tournesol"", 'g de maïzena', 'sachet de levure chimique', 'g de sel', 'g de purée de pommes de terre', 'g de purée de carotte', 'g de noisettes concassées', 'g de nutella® (15 g / portion)']","Mélangez les œufs et le sucre dans un mixer, ajoutez les ingrédients secs, puis pour finir, l'huile et le beurre. Séparez la préparation obtenue en trois parts égales. Incorporez la purée de pommes de terre à un tiers de pâte.- Dans une autre terrine, incorporez la purée de carottes à un autre tiers de pâte.- Dans une troisième terrine, incorporez 60 g de noisettes concassées au dernier tiers de pâte. Garnissez des moules à mini-muffins avec les trois préparations (20-25 grammes de pâte par moule). Enfourner 15 minutes à 180°C (thermostat 6). Avant de servir, décorez chaque muffin de 15 g de Nutella® et de quelques noisettes concassées.",https://www.marmiton.org/recettes/recette_trio-de-mini-muffins-au-nutella_348747.aspx,pas noel
hamburger maison,4.6,169,24k,237,10 min,4,très facile,bon marché,5 min,5 min,"['pain pour hamburger', 'viande hachée', 'oignon', 'cheddar (achat sous vide en grande surface)', 'tomate', 'salade', 'moutarde', 'ketchup']","Faites revenir les oignons à feux doux. Ajouter les steaks. Une fois saisi, poser une tranche de cheddar sur le steak et laisser fondre. Une fois cuit, déposer le steak et le fromage sur une des tranches du pain que vous aurez auparavant tartinée d'un mélange de ketchup et de moutarde. Ajouter la salade et de petites rondelles de tomates. Vous pouvez maintenant recouvrir la préparation de l'autre tranche (avec ketchup et moutarde)",https://www.marmiton.org/recettes/recette_hamburger-maison_32672.aspx,pas noel
gratin de ravioles et courgettes,4.8,168,8.1k,130,35 min,4,très facile,bon marché,5 min,30 min,"['raviole du royans (achetées dans le commerce) 3 à 4 plaques', 'courgette ou 2 petites', 'gruyère râpé', 'crème fleurette demi écrémée ou entière ou à défaut crème semi épaisse 50 cl minimum', 'sel', 'poivre blanc (plus doux)', 'muscade râpée']","Préchauffer le four à 180°C - 200°C (Th 6-7), (la température sera moins élevée pour une cuisson à four ventilé et la cuisson plus rapide), nous recommandons cependant la cuisson traditionnelle. Disposer dans le fond du plat à gratin les plaques de ravioles entières, saler et poivrer légèrement. Recouvrir ensuite entièrement avec les courgettes coupées en rondelles peu épaisses, ajouter de la noix muscade râpée. Verser la crème fleurette sur l'ensemble de la préparation. Recouvrir le tout de fromage râpé. Enfourner pour 30 mn à mi-hauteur. Avant la fin de la cuisson faire gratiner légèrement le fromage râpé.",https://www.marmiton.org/recettes/recette_gratin-de-ravioles-et-courgettes_22901.aspx,pas noel
Lasagnes à la bolognaise express,4.5,168,18k,144,1 h,4,facile,bon marché,45 min,15 min,"['échalotes', ""cuillères à soupe d'huile d'olive"", 'g de viande hachée', 'poivre', 'sel', 'cl de purée de tomate', ""cl d'eau"", 'paquet de lasagnes', 'g de gruyère râpé', 'g de beurre', 'g de farine', 'cl de lait']","Préparez la garniture : hachez les échalotes et faites les fondre dans l'huile. Ajoutez ensuite la viande, salez, poivrez. Lorsque la viande cuite, ajoutez la purée de tomates, l'eau, et laisser mijoter 30 minutes, à feu moyen. Pendant ce temps, faire précuire les feuilles de lasagnes, en les plongeant quelques minutes dans l'eau bouillante. Faire une sauce béchamel : faites blondir la farine dans le beurre puis versez le lait progressivement en attendant que le liquide soit bu avant d'en ajouter. Remuez constamment jusqu'à ce que la béchamel épaississe. Dans un plat à gratin, mettre 1 couche de pâte à lasagnes, 1 couche de garniture, 1 couche de gruyère râpé trois fois. Sur la dernière couche de pâte, étaler la sauce béchamel, et recouvrir avec du gruyère râpé. Passer au four environ 15 min, avant de déguster à 200°C (thermostat 6-7).",https://www.marmiton.org/recettes/recette_lasagnes-a-la-bolognaise-express_11239.aspx,pas noel
Lasagnes express,4.8,168,12k,103,30 min,2,très facile,bon marché,10 min,20 min,"['plaques de lasagnes précuites (rayon pâtes sèches)', 'oignon émincé', 'steaks hachés', 'gros pot de sauce provençale toute prête (600 g)', 'brique de crème liquide (20 cl)', 'cuillères à café de herbes de provence', ""cuillères à soupe d'huile d'olive"", 'cuillères à soupe de lait', 'g de gruyère râpé', 'noisette de beurre']","Faire dorer les oignons dans l'huile d'olive. Ajouter les steaks hachés que vous émietterez, ainsi que les herbes de Provence; laisser cuire, jusqu'à ce que la viande soit grillée. Prendre un moule à cake de la taille des lasagnes (pas plus grand), et verser le lait dans le fond du moule. Mettre une plaque de lasagne, recouvrir de sauce provençale, d'un peu de viande et de crème liquide. Superposer une nouvelle plaque de lasagne, de sauce, etc, jusqu'au sommet du moule. Sur la dernière plaque de lasagne, mettre simplement de la sauce provençale, saupoudrer de gruyère râpé et d'une noisette de beurre. Enfourner à 200°C (thermostat 6-7), pendant 20 min. S'assurer de la bonne cuisson des pâtes, en piquant avec une fourchette.",https://www.marmiton.org/recettes/recette_lasagnes-express_26180.aspx,pas noel
Gaufres au Nutella® et aux fruits,2.5,2,152,0,30 min,4,très facile,bon marché,9 min,21 min,"['oeufs', 'g de sucre', 'g de farine', 'g de beurre', 'sachet de sucre vanillé', 'pincée de sel', 'g de nutella®', 'menthe', 'fruits']","Cassez les œufs en séparant les blancs des jaunes. Montez les blancs en neige bien ferme. Faites fondre le beurre dans une casserole et laissez-le refroidir. Battez les jaunes avec le sucre dans une terrine. Lorsque le mélange est bien lisse, ajoutez le beurre fondu et mélangez soigneusement. Incorporez ensuite délicatement les blancs d'œufs pour ne pas les casser. Ajoutez enfin la farine, le sucre vanillé, la pincée de sel et mélangez tous les ingrédients. Préchauffez votre gaufrier et déposez une petite noisette de beurre sur les plaques. Versez une louche de pâte au centre du gaufrier. Faites cuire pendant environ 5 minutes jusqu'à ce que la gaufre soit bien dorée. Tartinez chaque gaufre avec 15 g de Nutella® et décorez avec les fruits et la menthe.
Servez immédiatement.",https://www.marmiton.org/recettes/recette_gaufres-au-nutella-et-aux-fruits_348746.aspx,pas noel
Osso bucco milanaise,4.9,168,10k,122,1h40,6,facile,Coût moyen,40 min,1 h,"['tranches de jarret de veau', 'g de pulpe de tomate', 'oignons', 'carotte', ""gousses d'ail"", 'citron', 'branche de céleri', 'bouquet de persil', 'feuille de laurier', 'cl de vin blanc', 'cuillères à soupe de farine', 'bouillon cube de volaille', ""huile d'olive"", 'poivre', 'sel']","Hachez finement les oignons et la carotte. Les faire revenir 10 mn dans une cocotte avec 2 cuillères à soupe d'huile d'olive. Incorporer l'ail écrasé, puis les tomates, le céleri ficelé avec le laurier et enfin les queues de persil. Fariner légèrement les tranches d'osso bucco. Les dorer à la poêle des 2 côtés dans 3 cuillères à soupe d'huile d'olive. Saler et poivrer. Mettre les tranches dans la sauce tomate. Déglacer la poêle avec le vin blanc, verser dans la cocotte. Ajouter le bouillon de cube effrité et 15 à 20 cl d'eau. Couvrir et laisser mijoter 1h30 . Râper le zeste de citron, mélanger le persil haché et verser le tout dans la cocotte. Laisser cuire 5 mn",https://www.marmiton.org/recettes/recette_osso-bucco-milanaise_26684.aspx,pas noel
Brochettes de poulet express aux épices,4.9,166,16k,146,15 min,4,très facile,bon marché,5 min,10 min,"['blancs de poulet', ""verre d'huile d'olive"", 'cuillères à soupe de moutarde', 'poivre', 'sel', 'cuillères à soupe de miel liquide', 'cuillères à soupe de curry en poudre', 'cuillère à soupe de cumin']","Couper le poulet en cubes et les tremper dans la marinade (mélanger tous les ingrédients) puis faire 4 brochettes égales. Faire cuire 10 min à la poêle en versant 2 cuillères de marinade pour la cuisson, retourner plusieurs fois. Possibilité de saupoudrer un peu plus de curry à la cuisson. Augmenter légèrement le feu pour un aspect caramélisé. Servir avec du couscous aux épices ou une simple salade verte !",https://www.marmiton.org/recettes/recette_brochettes-de-poulet-express-aux-epices_55078.aspx,pas noel
Filet mignon rôti au cidre,4.9,165,11k,31,1h40,4,facile,bon marché,1 h,40 min,"['filet mignon de 1 kg', 'oignons', 'g de champignon', 'bocal de tomate confites', 'pot de crème fraîche', 'bouteille de cidre doux', 'g de beurre', 'sel /poivre']","Faire fondre le beurre dans une sauteuse. Dès qu'il crépite, ajouter les oignons coupés en rondelles. Dès qu'ils commencent à dorer, ajouter les champignons. Disposer ensuite le filet mignon dans la sauteuse et à feu vif, le faire dorer pendant environ 10 mn. Saler et poivrer. Ajouter la moitié du cidre, couvrir et mettre à feu doux pendant 40 mn. Mouiller de temps en temps avec le reste du cidre et retourner le filet mignon plusieurs fois. Au dernier moment, ajouter les tomates confites préalablement égouttées, laisser cuire environ 5 mn et ajouter la crème fraîche. Rectifier l'assaisonnement. Disposer dans un plat profond car il y a beaucoup de sauce. Couper le filet mignon en aiguillettes et servir.",https://www.marmiton.org/recettes/recette_filet-mignon-roti-au-cidre_19890.aspx,pas noel
Curry de lotte au lait de coco,4.8,164,11k,195,40 min,8,facile,Coût moyen,20 min,20 min,"['kg de lotte', 'poivron rouge', 'poivron vert', 'tomates mûres', 'ml de lait de coco', 'cuillère de pâte de curry jaune', 'poivre', 'sel', 'morceau de sucre']","Lavez les poivrons et les tomates. Coupez les tomates en quartiers et les poivrons en lamelles. Dans une sauteuse anti-adhésive (si on ne veut pas mettre d'huile) ou un wok, mettez les poivrons et les tomates, faites réduire sur feu moyen puis doux jusqu'à ce qu'il n'y ait plus de jus. Versez le lait de coco, délayez le curry et le sucre dans la sauteuse et faites chauffer doucement sans faire bouillir. Coupez la lotte en cubes et versez dans le mélange lait de coco au curry - fondue de poivrons et de tomates. Salez et poivrez. Faites cuire environ 15 à 20 minutes à feu moyen. Servez avec du riz basmati ou du riz gluant.",https://www.marmiton.org/recettes/recette_curry-de-lotte-au-lait-de-coco_13587.aspx,pas noel
Étoiles de pain perdu au Nutella®,0,0,96,0,12h21,4,facile,bon marché,5 min,12 h,"['oeufs', 'g de sucre en poudre', 'g de beurre', 'g de nutella®', 'cl de lait', 'tranches de brioche', 'pincée de cannelle', 'sucre glace']","La veille au soir, disposez les tranches de brioches sur une grille et laissez-les sur le plan de travail sécher toute une nuit. Le lendemain matin, fouettez ensemble les œufs, le sucre, le lait et la cannelle. Faites chauffer une noisette de beurre dans une poêle antiadhésive sur feu moyen. Trempez une tranche de brioche dans le mélange liquide pendant quelques secondes. Faites cuire la tranche de brioche pendant 2 minutes sur une face. Retournez-la délicatement et faites-la cuire 2 minutes sur l'autre face. Déposez le pain perdu sur une assiette puis répétez l'opération avec les tranches de brioche restantes. À l'aide d'un grand emporte-pièce en forme d'étoile, découpez le pain perdu.",https://www.marmiton.org/recettes/recette_etoiles-de-pain-perdu-au-nutella_348725.aspx,pas noel
Poulet au lait de coco rapide,4.7,164,18k,253,30 min,4,très facile,bon marché,5 min,25 min,"['cuisses de poulet', 'oignon', ""gousse d'ail"", 'tomates', 'pincée de curry (plus selon désir)', 'pincée de quatre-épices', 'petite boîte de lait de coco (15 cl environ)', 'poivre', 'sel', 'huile']","Assaisonnez les cuisses de poulet avec le sel, le poivre et les 4 épices. Dans une cocotte (ou autre), faites chauffer de l'huile et faites-y revenir le poulet. Laissez dorer. Ajoutez l'oignon et les tomates coupés en petits dés. Laissez suer quelques minutes. Ajoutez de l'eau à hauteur. Ajoutez le curry. Après le premier bouillon, versez le lait de coco. Laissez cuire jusqu'à épaississement de la sauce. Servez avec un bon riz basmati.",https://www.marmiton.org/recettes/recette_poulet-au-lait-de-coco-rapide_36946.aspx,pas noel
