title,rate,comments,likes,shares,total_time,number people,difficulty,cost,time_preparation,time_cooking,ingredients,recipe,link,gender
"Cookies light, moelleux et très rapides",3.9,229,5.3k,61,10 min,20,très facile,bon marché,5 min,5 min,"['oeuf', 'g de sucre de cassonade', 'g de farine', 'cuillère à café de levure chimique', 'pincée de sel', 'g de chocolat', 'cl de crème légère à 8%']","Préchauffer le four à 200°C. Mettre l'oeuf, le sucre et la crème légère dans un récipient puis bien mélanger. Ajouter la farine et la levure puis, remélanger. Mettre les pépites dans la préparation , puis déposer sur une plaque de cuisson beurrée des petits tas de la préparation. Cuire au four préchauffé à 200°C pendant 5 mn.",https://www.marmiton.org/recettes/recette_cookies-light-moelleux-et-tres-rapides_17993.aspx,pas noel
Tiramisu (Italie),4.8,229,16k,120,40 min,8,facile,bon marché,40 min,no data,"['g de mascarpone', 'oeufs', 'g de sucre en poudre', 'g de biscuit italiens « pavesini »', 'cl de café très fort tiède', 'g de cacao en poudre non sucré']","Cassez les oeufs, séparez les blancs des jaunes dans deux saladiers. Ajoutez le sucre aux jaunes et fouettez jusqu'à ce que le mélange blanchisse et fasse un ruban quand on soulève le fouet. Incorporez le mascarpone en petits morceaux, et fouettez pour rendre la préparation homogène. Fouettez les blancs d'oeufs en neige très fermement, avec une pincée de sel. Incorporez-les délicatement à la préparation précédente, avec la spatule, en mélangeant du bas vers le haut, pour ne pas faire retomber les blancs. Versez 1/4 de la crème ainsi obtenue dans le fond d’un plat creux rectangulaire de 30x20 cm. Versez le café dans une assiette creuse. Trempez rapidement 1/3 des biscuits et disposez les côte à côte sur la crème. Recouvrez les d’un second quart de crème, puis de biscuits trempés, etc... jusqu'à ce que vous ayez réalisé 4 couches de crème et 3 couches de biscuits. Terminez par une couche de crème et placez au frais au moins 4 heures. Juste avant de servir, saupoudrez de cacao tamisé à travers une passoire fine.",https://www.marmiton.org/recettes/recette_tiramisu-italie_16201.aspx,pas noel
Muffins aux myrtilles,4.4,229,27k,108,40 min,20,très facile,bon marché,15 min,25 min,"['g de myrtilles surgelées', 'g de sucre', 'g de beurre', 'oeuf', 'ml de lait', 'g de farine', 'pincée de sel', 'cuillère à café rase de levure chimique']","Préchauffer le four à 180°C (thermostat 6). Mélanger le beurre avec l’œuf et le lait. Dans un autre récipient, mélanger sucre, farine, sel et levure. Mêler les deux mélanges ensemble, mais ne surtout pas trop remuer même si la pâte n'est pas très lisse. Il faut laisser des grumeaux ! Ajouter les myrtilles encore gelées, et bien mélanger. Remplir les moules à muffins aux 3/4, et enfourner pendant 25 à 30 min jusqu'à ce que les muffins soient dorés.",https://www.marmiton.org/recettes/recette_muffins-aux-myrtilles_41510.aspx,pas noel
Clafoutis suprême aux cerises,4.5,228,7.6k,54,1h05,6,facile,Coût moyen,40 min,25 min,"['oeufs', 'pincée de sel', 'g de sucre en poudre + 1 cuillère à café', 'g de farine', 'g de beurre + 1 cuillère à café + de quoi beurrer le moule', 'cl de lait', 'g de cerises', 'sachet de sucre vanillé']","Préchauffez le four à thermostat 6 (180°C). Battez les œufs en omelette. Ajoutez le sel, le sucre et mélangez bien. Le mélange doit être mousseux. Ajoutez le beurre fondu, puis la farine, avant de délayer avec le lait. Lavez, équeutez les cerises et faites-les revenir 3/5 min à la poêle à feu doux avec la cuillère à café de sucre et de beurre. Disposez les cerises dans un plat (terre cuite, porcelaine...) bien beurré avec le jus. Versez la pâte sur les cerises puis faites cuire à four moyen (thermostat 6/180°C) pendant 25 min. Servez tiède.",https://www.marmiton.org/recettes/recette_clafoutis-supreme-aux-cerises_22989.aspx,pas noel
Chili con carne au Cookeo,0,0,0,0,13 min,4,très facile,bon marché,6 min,7 min,"['g de boeuf haché', 'g de haricots rouges cuits', 'cl de jus de tomates', 'cuillères à soupe de cumin en poudre', ""g d'oignon émincés"", 'cuillère à café de poudre à chili', ""cuillère à soupe d'huile"", 'petite boîte de maïs égouttée', 'sel', 'poivre']",Verser l'huile dans la cuve. Faire revenir l'oignon dans l'huile. Mettre tous les autres ingrédients dans la cuve. Servir !,https://www.marmiton.org/recettes/recette_chili-con-carne_529188.aspx,pas noel
Clafoutis aux poires facile,4.4,225,12k,209,50 min,6,très facile,bon marché,15 min,35 min,"['poires', 'oeufs', 'cl de lait', 'g de beurre', 'g de sucre', 'g de farine', 'cannelle', 'pincée de sel']","Couper les poires, puis les disposer dans un plat. Battre tous les ingrédients dans une terrine et verser le mélange sur les poires. Cuire 35 min à thermostat 6/7 (200°C).",https://www.marmiton.org/recettes/recette_clafoutis-aux-poires-facile_11719.aspx,pas noel
Cookies tout chocolat,4.7,223,11k,73,18 min,6,très facile,bon marché,10 min,8 min,"['g de beurre mou en pommade', 'g de cassonade (sucre roux)', 'sachet de sucre vanillé', 'oeuf', 'g de farine', 'cuillère à soupe de levure', 'pincée de sel', ""cuillères à soupe de cacao en poudre sucré (ou + selon l'envie de manière à colorer la farine)"", 'chocolat', 'noisettes', 'amandes', 'noix ...']","Incorporer le sucre roux au beurre travaillé en pommade (bien mou à température ambiante mais pas liquide). Il faut de la cassonade, c'est ça ou rien car c'est un des secrets des cookies ! Ajouter le sucre vanillé, et l'œuf, bien mélanger. Incorporer la farine tamisée avec la levure, le sel et le cacao. Rajouter les pépites de chocolats et amandes pilées (par exemple), plus il y a de garniture, plus le cookie prend son relief de cookie... N’hésitez pas à travailler la pâte à la main, pour un mélange homogène, former un boudin et laisser une heure au frigo. (Ou 1/2 h au minimum mais c'est important ça aussi!) Préchauffer le four à 180-200°C (thermostat 6). Sortir ensuite la préparation du frigo, couper des tranches égales de taille moyenne, les répartir sur un papier sulfurisé suffisamment écarté pour que cela puisse gonfler. Faire cuire 8 min à four déjà chaud (important), sortir les cookies même si cela à l’air mou, car ils durcissent à l’air libre.",https://www.marmiton.org/recettes/recette_cookies-tout-chocolat_56794.aspx,pas noel
Muffins de Sandrine,4.8,221,6.5k,27,40 min,15,facile,bon marché,20 min,20 min,"['g de beurre', 'g de sucre', 'sachets de sucre vanillé', 'oeufs', 'g de farine de froment', 'g de lait', 'cuillères à café de miel liquide', 'paquet de levure chimique', 'chocolat', 'sel']","Préchauffer le four à 175°C (thermostat 5-6). Faire fondre le beurre, puis le battre avec le sucre jusqu'à ce que le mélange blanchisse puis mettre le sucre vanillé et le sel. Mélanger bien. Ajouter les oeufs et le miel, melanger et ajoutez le lait. Mélanger bien le tout. Ajouter la farine, la levure et les pépites de chocolat. Enfourner pour 20 à 25 minutes de cuisson.",https://www.marmiton.org/recettes/recette_muffins-de-sandrine_57367.aspx,pas noel
Amour de petit train d'anniversaire,4.9,221,7.2k,205,35 min,10,facile,bon marché,30 min,5 min,"['g de sucre glace', 'g de chocolat pâtissier', 'g de beurre', 'cuillères à soupe de lait', 'gâteaux en forme de cake de taille identique et pas trop bombés pour que les ""wagons"" soient jolis, il est important de choisir des quatre quarts bretons pur beurre et non des barres pâtissières qui sont beaucoup moins savoureuses)', 'palets bretons', 'cigarette russe', ""biscuit rond type pim's"", 'petits beurre carrés', ""paquet de biscuit type paille d'or"", 'paquet de bonbon dragibus ®']","N'oubliez pas d'ajouter à la liste des ingrédients : - Beaucoup d'amour !!! Pour le glaçage : faire fondre le chocolat avec le beurre et rajouter le sucre glace et le lait préalablement mélangés. Remuer le tout pour avoir un nappage bien lisse. Pour l'assemblage du train : couper les cakes en 4 morceaux de manière à obtenir une locomotive et 2 wagons de taille identique et un petit morceau qu'il faut poser sur la locomotive de façon à avoir une cabine (voir photo pour plus de clarté ;-)). Napper les wagons de glaçage au chocolat et les poser sur un plat en les espaçant. Pendant que le nappage chocolat n'est pas encore sec, coller de chaque côté des wagons 2 palets bretons pour faire les roues, et 1 petit beurre de chaque côté de la cabine de la locomotive pour avoir les fenêtres. Planter la cigarette russe sur le devant de la locomotive et la recouvrir du biscuit rond pour faire la cheminée. Entre les wagons, poser les gaufrettes paille d'or pour réaliser les rails du train. Parsemer les mini m&ms pour faire les graviers entre les rails. Décorer le train avec les dragibus ® ou autres bonbons. Admirer... Et déguster!",https://www.marmiton.org/recettes/recette_amour-de-petit-train-d-anniversaire_30359.aspx,pas noel
Boeuf bourguignon au Cookeo,5,1,0,0,45 min,4,très facile,bon marché,10 min,35 min,"['g de boeuf coupé en cubes de 25 g', 'cl de vin rouge', 'cl de fond de veau', 'g de lardons', ""g d'oignon émincés"", ""cuillère à soupe d'huile"", 'carottes émincée(s)', 'g de champignon de paris', 'bouquet garni', 'sel', 'poivre']",Verser l'huile dans la cuve. Faire revenir tous les ingrédients sauf le liquide et le bouquet garni pendant 10 minutes. Ajouter le liquide et le bouquet garni. Cuisson sous pression : 35 min Servir !,https://www.marmiton.org/recettes/recette_boeuf-bourguignon_529191.aspx,pas noel
Tarte bananes chocolat,4.6,220,16k,219,30 min,8,très facile,bon marché,10 min,20 min,"['pâte sablée', 'g de chocolat pâtissier', 'cl de crème liquide', 'bananes épluchées et coupées en rondelles', 'g de sucre en poudre', 'oeufs', 'cl de lait']","Préchauffez le four à 200°C (thermostat 6-7). Etalez la pâte sablée dans un plat à tarte. Faites fondre au micro-onde le chocolat pâtissier avec la crème liquide pendant 1min30. Etalez-le sur la pâte. Déposez les rondelles de bananes sur le chocolat. Mélangez les oeufs, le lait et le sucre en poudre ensemble, si vous avez un shaker, joignez-y ces ingrédients et agitez, c'est très efficace. Il ne vous reste plus qu'à verser cette préparation sur les bananes. Mettez au four pendant 20 min.",https://www.marmiton.org/recettes/recette_tarte-bananes-chocolat_36989.aspx,pas noel
Mousse au chocolat de maman,4.7,219,19k,127,23 min,6,facile,bon marché,20 min,3 min,"['tablette de chocolat', 'g de beurre', 'cuillères à soupe de sucre', 'oeufs', 'petit pot de crème fraîche (10cl)']","Faire fondre le beurre dans une casserole. Garder 40 g de chocolat et casser le reste en morceaux. Ajouter le chocolat au beurre, faire cuire à feu doux et bien remuer puis obtenir un mélange ""lisse"". Laisser refroidir le mélange. Pendant ce temps, casser les œufs en séparant les jaunes des blancs. Mélanger les jaunes au sucre puis ajouter le mélange (chocolat-beurre) et la crème fraîche. Monter les blancs en neige et les incorporer dans le mélange. Veillez à bien soulever votre cuillère en bois pour aérer au maximum le mélange, la mousse en sera plus légère. Mettez le mélange dans des ramequins individuels. Pour la décoration, râpez le reste de chocolat noir en morceau. Faites de même avec le chocolat blanc. Saupoudrez la mousse avec ces copeaux de chocolat ainsi que des morceaux de noisette. Bonne dégustation !",https://www.marmiton.org/recettes/recette_mousse-au-chocolat-de-maman_87886.aspx,pas noel
Pain d'épices léger,4.6,219,8.8k,97,1h10,8,très facile,bon marché,10 min,1 h,"['g de farine de blé ou seigle', 'paquet de levure', 'g de miel', 'dl de lait', 'cuillère à café de cannelle', 'cuillère à café de mélange 4 épices', 'g de cassonade', 'morceau de gingembre confit']","Mélanger farine, levure, sucre, épices, puis diluer le miel dans le lait tiédi. Rajouter à la préparation le gingembre coupé en petites lamelles. Mettre au four à 170°C pendant 1h dans un moule à cake préalablement graissé.",https://www.marmiton.org/recettes/recette_pain-d-epices-leger_15837.aspx,pas noel
Gaufres liégeoises,4.3,216,13k,295,23 min,6,très facile,bon marché,20 min,3 min,"['kg de farine', 'oeufs', ""cl d'eau"", 'cl de lait', 'g de sucre', 'pincées de sel', 'g de levure', 'g de beurre', 'g de sucre perlé']","Délayer la levure dans l'eau et le lait, y ajouter les oeufs et le sucre. Mélanger. Creuser un puits dans la farine et y verser le tout. Travailler la pâte en y incorporant le beurre et le sel. Laisser la pâte dormir 30mn et y incorporer le sucre perlé. Mettre dans le gaufrier environ 100g à la fois et dorer juste à point (environ 2 à 3 min par gaufre).",https://www.marmiton.org/recettes/recette_gaufres-liegeoises_11171.aspx,pas noel
Mug cake au Nutella®,3.6,26,5.7k,3,14 min 45 sec,4,très facile,bon marché,13 min,1 min 45 sec,"['g de beurre', 'g de farine', 'oeufs', 'g de sucre', 'ml de lait', 'g de levure chimique', 'g de nutella®']","Faîtes fondre le beurre dans un bol, au micro-ondes à puissance moyenne (600/650 watts) pendant 15 secondes. Ajoutez ensuite la farine tamisée avec la levure chimique, le sucre, le lait et l’œuf, puis mélangez le tout.
Mélangez jusqu’à obtention d’un mélange sans grumeaux. Versez le mélange dans 4 tasses en part égales. Faîtes cuire les mug cakes un par un au le micro-ondes pendant 90 secondes à 750 watts. Faîtes un trou au centre de chaque mug cake à l’aide d’un vide-pomme. A l’aide d’une poche à douille remplie de Nutella®, mettez 15 g de Nutella® au cœur de chaque mug cake.",https://www.marmiton.org/recettes/recette_mug-cake-au-nutella_349106.aspx,pas noel
Gâteau à l'orange rapide,4.5,216,11k,72,45 min,6,facile,Coût moyen,15 min,30 min,"['g de beurre ramolli', 'g de sucre en poudre', 'oeufs', 'g de farine à gâteaux', 'sachet de levure chimique', 'oranges']","Mélanger le beurre ramolli avec le sucre en poudre et les œufs. Ajouter la farine et le sachet de levure chimique. Ajouter ensuite le zeste des oranges. Ajouter le jus des 3 oranges. Beurrer un plat et y mettre cette pâte. Cuire à four moyen (thermostat 6/7) chaleur tournante pendant 20 min (ou un peu plus en fonction de votre four). A la sortie du four, arroser ce gâteau avec un sirop réalisé avec : jus d'orange + sucre + éventuellement jus de citron, le tout chauffé un peu pour faire le sirop. Arroser le gâteau avant de faire une décoration, avec des copeaux de chocolat noir.",https://www.marmiton.org/recettes/recette_gateau-a-l-orange-rapide_13489.aspx,pas noel
Tarte à la rhubarbe meringuée alsacienne,4.8,215,14k,230,50 min,6,Niveau moyen,bon marché,20 min,30 min,"['g de pâte brisée', 'kg de rhubarbe', 'oeuf entier + 2 jaunes', 'cl de crème', 'sachet de sucre vanillé', 'g de sucre (50g de sucre pour la macération, environ 100 g de sucre ou moins dans le flan)', 'cuillère à soupe de maïzena', ""blancs d'oeuf en plus"", ""g de sucre par blanc d'œuf"", 'pointe de levure dans les blancs']","1 h avant de faire la tarte, même la veille, laver les tiges, puis les éplucher 1 peau sur 2 (les 2 peaux gardées rendent la rhubarbe moins acide). Couper les tiges en bâtonnets de 2 cm de long après avoir fendu la tige en 2 ou 4 selon sa grosseur, saupoudrer de sucre et laisser macérer 1 heure (moi je le fais souvent la veille). Préchauffer le four à 230°C (thermostat 7-8). Egoutter la rhubarbe dans la passoire, elle aura rendu beaucoup d'eau, ainsi que son acidité. Graisser le moule, abaisser la pâte, la mettre dans le moule, piquer la pâte avec la fourchette, mettre la rhubarbe bien égouttée. Dans un bol battre l'œuf entier, les 2 jaunes, le sachet de sucre vanillé, les autres 100 g de sucre, la crème et la maïzena. Mettre ce flan sur la rhubarbe, et enfourner pour 30 min. Pendant ce temps, battre en neige les blancs d'oeufs (2, 3 ou 5 selon l'épaisseur de la meringue souhaitée). Quand la neige est formée, ajouter le sucre par petites quantités, en continuant de battre. Compter 50 g de sucre par blanc, c'est à ce prix que l'on obtient une meringue qui sèche et durcit. Lorsque la tarte est cuite, baisser le four à 110°C (thermostat 3-4). Mettre les blancs en neige sucrés dans la poche à douille, sortir la tarte du four et la garnir de cette meringue en commençant par le centre en cercles concentriques ou toute autre décoration à votre convenance. La remettre au four à sécher doucement durant 1 h environ, vérifier au doigt si la meringue est prise, sinon prolonger le temps de séchage. L'acidulé de la rhubarbe est compensé par le sucre de la meringue, c'est une association fameuse pour les gourmets.",https://www.marmiton.org/recettes/recette_tarte-a-la-rhubarbe-meringuee-alsacienne_37405.aspx,pas noel
